step,sim_time_s,tl_phase,halt_north,halt_south,halt_east,halt_west,wait_north,wait_south,wait_east,wait_west,speed_north,speed_south,speed_east,speed_west,vehicles_in_network,agent_action,agent_action_label,phase_decision_timer
549,549.0,2,1,54,0,5,28.0,907.0,0.0,176.0,18.52,0.001,27.78,7.937,282,1,EW_green,11.0
550,550.0,2,1,54,0,5,29.0,961.0,0.0,181.0,18.52,0.001,27.78,5.916,281,1,EW_green,12.0
551,551.0,2,1,54,0,5,30.0,1015.0,0.0,186.0,18.52,0.0,22.611,6.187,281,1,EW_green,13.0
552,552.0,2,1,54,0,5,31.0,1069.0,0.0,191.0,18.52,0.0,22.947,7.83,280,1,EW_green,14.0
553,553.0,3,1,54,0,5,32.0,1123.0,0.0,196.0,18.52,0.0,23.545,7.3,279,0,NS_green,15.0
554,554.0,4,1,54,0,5,33.0,1177.0,0.0,157.0,21.643,0.0,23.929,7.937,279,0,NS_green,15.0
555,555.0,4,1,54,0,3,34.0,1231.0,0.0,116.0,21.539,0.0,22.835,6.355,278,0,NS_green,15.0
556,556.0,4,1,54,0,3,35.0,1285.0,0.0,76.0,20.945,0.0,21.8,6.105,278,0,NS_green,15.0
557,557.0,4,1,54,0,1,36.0,1339.0,0.0,2.0,19.82,0.0,21.054,6.651,278,0,NS_green,15.0
558,558.0,4,1,54,0,1,37.0,1393.0,0.0,1.0,18.695,0.0,20.911,6.462,278,0,NS_green,15.0
559,553.0,2,1,54,1,1,38.0,1447.0,1.0,1.0,17.673,0.0,20.842,5.456,278,0,NS_green,0.0
560,560.0,0,0,51,1,2,0.0,1376.0,2.0,3.0,21.251,0.015,20.838,4.694,278,0,NS_green,1.0
561,561.0,0,0,49,1,3,0.0,1305.0,3.0,5.0,19.922,0.051,20.837,4.597,278,0,NS_green,2.0
562,562.0,0,0,46,1,4,0.0,1234.0,4.0,9.0,19.841,0.172,20.519,4.174,277,0,NS_green,3.0
563,563.0,0,0,43,1,4,0.0,1163.0,5.0,13.0,26.552,0.143,17.578,4.023,277,0,NS_green,4.0
564,564.0,0,0,40,1,5,0.0,1089.0,6.0,18.0,24.523,0.253,17.0,4.007,276,0,NS_green,5.0
565,565.0,0,0,37,2,5,0.0,1015.0,7.0,23.0,24.881,0.466,7.634,4.001,276,0,NS_green,6.0
566,566.0,0,0,34,1,5,0.0,940.0,8.0,28.0,26.066,0.476,6.138,3.988,276,0,NS_green,7.0
567,567.0,0,0,33,1,5,0.0,938.0,9.0,33.0,26.889,0.738,4.504,3.986,276,0,NS_green,8.0
568,568.0,0,0,30,1,6,0.0,859.0,10.0,39.0,27.08,0.901,3.883,3.969,276,0,NS_green,9.0
569,569.0,1,0,26,2,6,0.0,776.0,12.0,45.0,27.13,1.177,3.188,3.969,276,1,EW_green,10.0
570,570.0,1,0,23,2,5,0.0,693.0,14.0,42.0,27.78,1.329,2.685,5.557,276,1,EW_green,10.0
571,571.0,1,0,22,3,4,0.0,643.0,17.0,43.0,28.286,1.496,1.717,1.667,276,1,EW_green,10.0
572,572.0,1,0,19,3,5,0.0,591.0,20.0,48.0,27.978,1.535,0.923,2.079,276,1,EW_green,10.0
573,573.0,2,0,18,0,5,0.0,503.0,0.0,39.0,28.03,1.471,0.818,7.318,275,1,EW_green,10.0
574,574.0,2,0,18,2,6,0.0,417.0,2.0,45.0,26.825,1.547,0.117,6.945,275,1,EW_green,10.0
575,569.0,0,0,14,4,5,0.0,327.0,6.0,49.0,25.528,1.516,0.032,6.272,274,1,EW_green,0.0
576,576.0,2,0,15,4,7,0.0,277.0,10.0,56.0,24.904,1.516,0.013,6.184,273,1,EW_green,1.0
577,577.0,2,0,16,4,6,0.0,223.0,14.0,61.0,23.488,1.524,0.004,6.199,273,1,EW_green,2.0
578,578.0,2,0,13,4,7,0.0,135.0,18.0,68.0,22.479,1.509,0.001,6.174,271,1,EW_green,3.0
579,579.0,2,0,13,4,7,0.0,82.0,22.0,75.0,21.058,1.49,0.0,6.175,271,1,EW_green,4.0
580,580.0,2,1,14,0,7,1.0,62.0,0.0,82.0,19.102,1.489,27.78,6.173,269,1,EW_green,5.0
581,581.0,2,1,17,0,7,2.0,79.0,0.0,89.0,17.954,1.438,27.78,6.174,269,1,EW_green,6.0
582,582.0,2,1,17,0,7,3.0,95.0,0.0,96.0,16.829,1.419,27.78,6.173,268,1,EW_green,7.0
583,583.0,2,1,19,0,7,4.0,114.0,0.0,103.0,16.006,1.37,27.78,6.173,267,1,EW_green,8.0
584,584.0,2,1,22,0,7,5.0,136.0,0.0,110.0,17.626,1.324,27.78,6.173,266,1,EW_green,9.0
585,585.0,2,1,23,0,7,6.0,159.0,0.0,117.0,16.87,1.1,27.78,6.173,266,1,EW_green,10.0
586,586.0,2,1,26,0,7,7.0,185.0,0.0,124.0,16.526,1.027,27.78,6.1,265,1,EW_green,11.0
587,587.0,2,2,27,0,7,9.0,212.0,0.0,131.0,15.787,0.808,27.78,5.653,263,1,EW_green,12.0
588,588.0,3,2,30,0,8,11.0,242.0,0.0,139.0,14.907,0.667,27.78,5.556,259,1,EW_green,0.0
589,589.0,2,2,32,0,8,13.0,274.0,0.0,147.0,14.007,0.629,26.478,5.559,259,1,EW_green,1.0
590,590.0,2,2,34,0,8,15.0,308.0,0.0,155.0,13.107,0.442,27.011,5.556,257,1,EW_green,2.0
591,591.0,2,2,37,0,8,17.0,345.0,0.0,163.0,12.207,0.316,28.138,5.556,256,1,EW_green,3.0
592,592.0,2,2,38,0,8,19.0,383.0,0.0,171.0,11.435,0.264,27.509,5.556,256,1,EW_green,4.0
593,593.0,2,2,38,0,8,21.0,420.0,0.0,179.0,11.265,0.297,27.78,5.577,256,1,EW_green,5.0
594,594.0,2,2,42,0,8,23.0,462.0,0.0,187.0,11.19,0.158,27.78,5.556,256,1,EW_green,6.0
595,595.0,2,2,44,0,8,25.0,506.0,0.0,195.0,11.132,0.135,27.78,5.556,256,1,EW_green,7.0
596,596.0,2,3,46,0,8,28.0,552.0,0.0,203.0,11.114,0.075,27.78,5.556,256,1,EW_green,8.0
597,597.0,2,3,47,0,8,31.0,599.0,0.0,211.0,11.112,0.05,27.78,5.556,256,1,EW_green,9.0
598,598.0,2,3,51,0,8,34.0,650.0,0.0,219.0,13.445,0.027,27.78,5.556,256,1,EW_green,10.0
599,599.0,2,3,53,0,8,37.0,703.0,0.0,227.0,13.385,0.011,27.367,5.556,254,1,EW_green,11.0
600,600.0,2,3,54,0,8,40.0,757.0,0.0,235.0,13.311,0.005,27.387,5.556,252,1,EW_green,12.0
601,601.0,2,3,54,0,8,43.0,811.0,0.0,243.0,13.038,0.003,27.78,5.556,252,1,EW_green,13.0
602,602.0,2,3,54,0,8,46.0,865.0,0.0,251.0,12.383,0.002,27.78,5.556,252,1,EW_green,14.0
603,603.0,3,3,54,0,8,49.0,919.0,0.0,259.0,11.633,0.001,27.78,5.556,251,1,EW_green,0.0
604,604.0,2,3,54,0,8,52.0,973.0,0.0,267.0,10.937,0.0,27.78,5.556,473,1,EW_green,1.0
605,605.0,2,3,54,0,8,55.0,1027.0,0.0,275.0,10.207,0.0,27.78,5.556,473,1,EW_green,2.0
606,606.0,2,3,54,0,8,58.0,1081.0,0.0,283.0,9.492,0.0,26.132,5.556,472,1,EW_green,3.0
607,607.0,2,3,54,0,8,61.0,1135.0,0.0,291.0,5.76,0.0,26.168,5.556,471,1,EW_green,4.0
608,608.0,2,2,54,0,8,51.0,1189.0,0.0,299.0,6.507,0.0,27.925,5.556,471,1,EW_green,5.0
609,609.0,2,2,54,0,8,53.0,1243.0,0.0,307.0,6.803,0.0,28.401,5.556,471,1,EW_green,6.0
610,610.0,2,2,54,0,8,55.0,1297.0,0.0,315.0,6.732,0.0,27.586,5.556,471,1,EW_green,7.0
611,611.0,2,2,54,0,8,57.0,1351.0,0.0,323.0,6.343,0.0,27.78,5.246,471,1,EW_green,8.0
612,612.0,2,2,54,0,8,59.0,1405.0,0.0,331.0,5.82,0.0,27.78,5.193,471,1,EW_green,9.0
613,613.0,2,3,54,0,8,62.0,1459.0,0.0,339.0,5.617,0.0,27.78,5.556,471,1,EW_green,10.0
614,614.0,2,3,54,0,8,65.0,1513.0,0.0,347.0,5.58,0.0,25.662,5.556,471,1,EW_green,11.0
615,615.0,2,4,54,1,8,69.0,1567.0,0.0,355.0,5.557,0.0,17.681,5.556,470,1,EW_green,12.0
616,616.0,2,4,54,0,8,73.0,1621.0,0.0,363.0,5.556,0.0,17.164,5.556,470,1,EW_green,13.0
617,617.0,2,4,54,0,8,77.0,1675.0,0.0,371.0,5.556,0.0,16.466,5.556,470,1,EW_green,14.0
618,618.0,3,4,54,0,8,81.0,1729.0,0.0,379.0,9.806,0.0,22.206,5.556,470,1,EW_green,0.0
619,619.0,2,4,54,0,8,85.0,1783.0,0.0,387.0,9.635,0.0,19.556,5.556,470,1,EW_green,1.0
620,620.0,2,4,54,0,8,89.0,1837.0,0.0,395.0,9.029,0.0,20.641,5.684,470,1,EW_green,2.0
621,621.0,2,4,54,0,8,93.0,1891.0,0.0,403.0,8.279,0.0,21.656,5.556,469,1,EW_green,3.0
622,622.0,2,4,54,0,8,97.0,1945.0,0.0,411.0,7.588,0.0,26.077,5.556,468,1,EW_green,4.0
623,623.0,2,4,54,0,8,101.0,1999.0,0.0,419.0,6.838,0.0,25.439,5.556,467,1,EW_green,5.0
624,624.0,2,4,54,0,8,105.0,2053.0,0.0,427.0,6.088,0.0,27.78,5.556,467,1,EW_green,6.0
625,625.0,2,4,54,0,8,109.0,2107.0,0.0,435.0,5.4,0.0,27.78,5.556,466,1,EW_green,7.0
626,626.0,2,4,54,0,8,113.0,2161.0,0.0,443.0,4.65,0.0,27.78,5.556,466,1,EW_green,8.0
627,627.0,2,5,54,0,8,118.0,2215.0,0.0,451.0,7.525,0.0,27.78,4.14,466,1,EW_green,9.0
628,628.0,2,5,54,0,8,123.0,2269.0,0.0,459.0,7.348,0.0,22.672,4.304,466,1,EW_green,10.0
629,629.0,2,5,54,0,8,128.0,2323.0,0.0,467.0,7.466,0.0,23.067,5.556,466,1,EW_green,11.0
630,630.0,2,5,54,0,8,133.0,2377.0,0.0,475.0,7.146,0.0,23.52,5.556,466,1,EW_green,12.0
631,631.0,2,5,54,0,8,138.0,2431.0,0.0,483.0,9.306,0.0,24.037,5.478,466,1,EW_green,13.0
632,632.0,2,5,54,0,8,143.0,2485.0,0.0,491.0,8.61,0.0,27.78,5.556,466,1,EW_green,14.0
633,633.0,2,5,54,0,8,148.0,2539.0,0.0,499.0,7.551,0.0,27.78,5.556,465,1,EW_green,15.0
634,634.0,2,5,54,0,8,153.0,2593.0,0.0,507.0,6.521,0.0,27.78,5.556,464,1,EW_green,16.0
635,635.0,3,5,54,0,8,158.0,2647.0,0.0,515.0,5.479,0.0,27.72,5.556,464,1,EW_green,0.0
636,636.0,2,5,54,0,8,163.0,2701.0,0.0,523.0,7.404,0.0,26.507,5.556,464,1,EW_green,1.0
637,637.0,2,6,54,0,8,169.0,2755.0,0.0,531.0,6.866,0.0,25.467,5.556,464,1,EW_green,2.0
638,638.0,2,6,54,0,8,175.0,2809.0,0.0,539.0,5.864,0.0,24.306,5.556,463,1,EW_green,3.0
639,639.0,2,6,54,0,8,181.0,2863.0,0.0,547.0,5.189,0.0,23.34,5.534,461,1,EW_green,4.0
640,640.0,2,6,54,0,8,187.0,2917.0,0.0,555.0,4.706,0.0,27.78,5.556,461,1,EW_green,5.0
641,641.0,2,7,54,0,8,194.0,2971.0,0.0,563.0,4.223,0.0,27.78,5.556,461,1,EW_green,6.0
642,642.0,2,7,54,0,8,201.0,3025.0,0.0,571.0,3.723,0.0,27.78,5.556,460,1,EW_green,7.0
643,643.0,2,7,54,0,8,208.0,3079.0,0.0,579.0,3.246,0.0,27.78,5.556,460,1,EW_green,8.0
644,644.0,2,7,54,0,8,215.0,3133.0,0.0,587.0,5.466,0.0,26.824,5.556,460,1,EW_green,9.0
645,645.0,2,8,54,0,8,223.0,3187.0,0.0,595.0,5.394,0.0,25.888,5.556,460,1,EW_green,10.0
646,646.0,2,8,54,0,8,231.0,3241.0,0.0,603.0,5.07,0.0,24.763,5.556,459,1,EW_green,11.0
647,647.0,2,8,54,0,8,239.0,3295.0,0.0,611.0,4.563,0.0,23.638,5.556,459,1,EW_green,12.0
648,648.0,2,8,54,0,8,247.0,3349.0,0.0,619.0,4.181,0.0,24.962,5.556,457,1,EW_green,13.0
649,649.0,2,8,54,0,8,255.0,3403.0,0.0,627.0,3.459,0.0,23.81,5.556,456,1,EW_green,14.0
650,650.0,2,6,54,0,8,239.0,3457.0,0.0,635.0,3.056,0.0,24.874,5.556,456,1,EW_green,15.0
651,651.0,2,5,54,0,8,238.0,3511.0,0.0,643.0,2.78,0.0,23.0,5.556,456,1,EW_green,16.0
652,652.0,2,5,54,0,8,243.0,3565.0,0.0,651.0,2.546,0.0,23.41,5.556,455,1,EW_green,17.0
653,653.0,2,5,54,0,8,248.0,3619.0,0.0,659.0,1.939,0.0,19.233,5.556,455,1,EW_green,18.0
654,654.0,2,6,54,0,8,254.0,3673.0,0.0,667.0,0.884,0.0,20.4,5.556,455,1,EW_green,19.0
655,655.0,2,8,54,0,8,262.0,3727.0,0.0,675.0,0.104,0.0,24.146,5.556,455,1,EW_green,20.0
656,656.0,2,9,54,0,8,271.0,3781.0,0.0,683.0,0.036,0.0,24.756,5.556,454,1,EW_green,21.0
657,657.0,2,10,54,0,8,281.0,3835.0,0.0,691.0,2.396,0.0,27.78,5.556,454,1,EW_green,22.0
658,658.0,2,10,54,0,8,291.0,3889.0,0.0,699.0,2.294,0.0,27.78,5.592,454,1,EW_green,23.0
659,659.0,2,10,54,0,8,301.0,3943.0,0.0,707.0,2.358,0.0,27.78,5.556,453,1,EW_green,24.0
660,660.0,2,10,54,0,8,311.0,3997.0,0.0,715.0,2.287,0.0,27.78,5.556,453,1,EW_green,25.0
661,661.0,2,10,54,0,8,321.0,4051.0,0.0,723.0,3.958,0.0,28.148,5.556,453,1,EW_green,26.0
662,662.0,2,10,54,0,8,331.0,4105.0,0.0,731.0,5.068,0.0,28.166,5.556,453,1,EW_green,27.0
663,663.0,2,10,54,0,8,341.0,4159.0,0.0,739.0,4.477,0.0,25.795,5.556,452,1,EW_green,28.0
664,664.0,2,10,54,0,8,351.0,4213.0,0.0,747.0,3.527,0.0,24.852,5.556,451,1,EW_green,29.0
665,665.0,2,10,54,0,8,361.0,4267.0,0.0,755.0,2.619,0.0,23.852,5.259,451,1,EW_green,30.0
666,666.0,2,10,54,0,8,371.0,4321.0,0.0,763.0,1.616,0.0,22.992,5.349,451,1,EW_green,31.0
667,667.0,2,11,54,0,8,382.0,4375.0,0.0,771.0,2.56,0.0,22.825,5.556,451,1,EW_green,32.0
668,668.0,2,11,54,0,8,393.0,4429.0,0.0,779.0,1.95,0.0,23.171,5.556,450,1,EW_green,33.0
669,669.0,2,11,54,0,8,404.0,4483.0,0.0,787.0,1.512,0.0,23.649,5.556,450,1,EW_green,34.0
670,670.0,3,12,54,0,8,416.0,4537.0,0.0,795.0,1.1,0.0,24.26,5.556,450,0,NS_green,35.0
671,671.0,4,13,54,0,7,429.0,4591.0,0.0,692.0,0.775,0.0,22.399,6.173,449,0,NS_green,35.0
672,672.0,4,13,54,0,6,442.0,4645.0,0.0,587.0,0.455,0.0,21.274,6.3,449,0,NS_green,35.0
673,673.0,4,13,54,1,4,455.0,4699.0,1.0,381.0,0.215,0.0,20.835,6.613,449,0,NS_green,35.0
674,674.0,4,13,54,1,4,468.0,4753.0,2.0,284.0,1.541,0.0,20.835,7.308,449,0,NS_green,35.0
675,675.0,4,14,54,1,3,482.0,4807.0,3.0,188.0,1.527,0.0,18.416,7.617,448,0,NS_green,35.0
676,670.0,2,14,54,1,3,496.0,4861.0,4.0,189.0,1.225,0.0,17.291,7.875,447,0,NS_green,0.0
677,677.0,0,11,51,1,2,326.0,4601.0,5.0,91.0,1.11,0.01,16.5,7.957,447,0,NS_green,1.0
678,678.0,0,8,48,1,2,210.0,4341.0,6.0,2.0,2.716,0.092,13.49,7.718,446,0,NS_green,2.0
679,679.0,0,8,46,1,4,152.0,4080.0,7.0,6.0,2.676,0.217,11.425,7.379,445,0,NS_green,3.0
680,680.0,0,7,44,1,5,106.0,3821.0,8.0,11.0,2.445,0.198,9.981,7.032,444,0,NS_green,4.0
681,681.0,0,8,42,1,5,87.0,3560.0,9.0,13.0,2.791,0.378,8.844,7.257,443,0,NS_green,5.0
682,682.0,0,7,39,2,4,67.0,3299.0,11.0,14.0,2.542,0.429,7.721,7.466,443,0,NS_green,6.0
683,683.0,0,6,38,3,5,47.0,3138.0,14.0,19.0,2.511,0.537,6.964,6.971,442,0,NS_green,7.0
684,684.0,0,5,36,3,6,38.0,2875.0,17.0,25.0,4.835,0.587,6.958,6.947,442,0,NS_green,8.0
685,685.0,0,4,35,3,6,28.0,2713.0,20.0,31.0,4.607,0.779,6.948,6.945,442,0,NS_green,9.0
686,686.0,1,3,32,3,6,20.0,2447.0,23.0,37.0,3.945,0.752,6.947,5.46,442,1,EW_green,10.0
687,687.0,1,1,31,3,6,9.0,2182.0,26.0,43.0,3.891,0.851,6.945,4.898,442,1,EW_green,10.0
688,688.0,1,1,29,3,6,10.0,1917.0,29.0,49.0,4.353,0.983,6.945,4.335,442,1,EW_green,10.0
689,689.0,1,1,28,3,6,11.0,1751.0,32.0,55.0,3.565,0.974,6.945,3.773,442,1,EW_green,10.0
690,690.0,2,2,29,0,4,13.0,1680.0,0.0,42.0,3.168,1.062,8.309,7.411,442,1,EW_green,10.0
691,691.0,2,3,29,0,4,16.0,1515.0,0.0,46.0,2.589,1.102,24.298,5.624,441,1,EW_green,10.0
692,686.0,0,3,26,0,6,19.0,1148.0,0.0,52.0,5.295,0.985,22.109,5.207,441,1,EW_green,0.0
693,693.0,2,4,26,0,6,23.0,980.0,0.0,58.0,7.847,0.962,20.943,6.386,440,1,EW_green,1.0
694,694.0,2,4,25,0,6,27.0,710.0,0.0,64.0,7.232,1.032,24.972,5.335,440,1,EW_green,2.0
695,695.0,2,5,23,0,6,32.0,536.0,0.0,70.0,6.25,1.085,27.78,5.146,439,1,EW_green,3.0
696,696.0,2,6,24,0,6,38.0,363.0,0.0,76.0,4.931,1.05,27.78,6.945,438,1,EW_green,4.0
697,697.0,2,7,25,0,6,45.0,387.0,0.0,82.0,3.76,1.014,26.879,6.945,435,1,EW_green,5.0
698,698.0,2,7,27,0,5,52.0,413.0,0.0,70.0,2.71,1.014,26.846,7.196,431,1,EW_green,6.0
699,699.0,2,8,27,0,5,60.0,239.0,0.0,75.0,1.734,0.953,28.069,6.971,430,1,EW_green,7.0
700,700.0,2,8,29,0,6,68.0,268.0,0.0,81.0,0.981,0.891,27.78,6.945,430,1,EW_green,8.0
701,701.0,2,8,32,0,6,76.0,300.0,0.0,87.0,0.331,0.857,27.78,6.422,429,1,EW_green,9.0
702,702.0,2,10,33,0,6,86.0,333.0,0.0,93.0,0.024,0.831,27.78,6.945,429,1,EW_green,10.0
703,703.0,2,9,34,0,6,90.0,367.0,0.0,99.0,0.392,0.666,26.974,6.945,429,1,EW_green,11.0
704,704.0,2,9,36,0,6,99.0,403.0,0.0,105.0,0.815,0.55,26.904,6.945,427,1,EW_green,12.0
705,705.0,2,9,37,0,6,108.0,440.0,0.0,111.0,0.8,0.485,27.78,6.945,426,1,EW_green,13.0
706,706.0,2,9,39,0,6,117.0,479.0,0.0,117.0,0.5,0.337,27.78,6.394,425,1,EW_green,14.0
707,707.0,2,10,41,0,6,127.0,520.0,0.0,123.0,0.145,0.308,27.78,6.197,424,1,EW_green,15.0
708,708.0,2,10,43,0,7,137.0,563.0,0.0,130.0,0.079,0.262,25.812,6.173,424,1,EW_green,16.0
709,709.0,2,11,43,0,7,148.0,606.0,0.0,137.0,0.005,0.18,24.687,6.175,423,1,EW_green,17.0
710,710.0,2,11,44,0,7,159.0,650.0,0.0,144.0,0.002,0.146,23.851,6.173,420,1,EW_green,18.0
711,711.0,2,11,45,0,7,170.0,695.0,0.0,151.0,0.001,0.078,22.738,6.174,419,1,EW_green,19.0
712,712.0,2,11,47,0,7,181.0,742.0,0.0,158.0,0.0,0.075,25.839,6.173,418,1,EW_green,20.0
713,713.0,2,10,49,0,7,187.0,791.0,0.0,165.0,0.049,0.054,24.818,6.173,416,1,EW_green,21.0
714,714.0,2,10,51,0,7,197.0,842.0,0.0,172.0,0.026,0.033,25.331,6.173,415,1,EW_green,22.0
715,715.0,2,11,51,0,7,208.0,893.0,0.0,179.0,0.005,0.028,27.78,5.867,415,1,EW_green,23.0
716,716.0,2,11,52,0,7,219.0,945.0,0.0,186.0,2.006,0.018,27.78,6.173,415,1,EW_green,24.0
717,717.0,2,11,53,0,7,230.0,998.0,0.0,193.0,3.907,0.006,27.78,6.173,414,1,EW_green,25.0
718,718.0,2,11,54,0,7,241.0,1052.0,0.0,200.0,3.906,0.002,27.78,6.173,414,1,EW_green,26.0
719,719.0,2,11,54,0,7,252.0,1106.0,0.0,207.0,3.575,0.002,27.78,6.173,413,1,EW_green,27.0
720,720.0,2,11,54,0,7,263.0,1160.0,0.0,214.0,2.939,0.001,27.78,6.173,413,1,EW_green,28.0
721,721.0,2,11,54,0,7,274.0,1214.0,0.0,221.0,2.247,0.001,27.78,6.173,413,1,EW_green,29.0
722,722.0,2,11,54,0,7,285.0,1268.0,0.0,228.0,1.698,0.0,27.78,6.173,413,1,EW_green,30.0
723,723.0,2,11,54,0,7,296.0,1322.0,0.0,235.0,3.099,0.0,27.78,6.173,412,1,EW_green,31.0
724,724.0,2,11,54,0,7,307.0,1376.0,0.0,242.0,2.612,0.0,27.78,6.173,412,1,EW_green,32.0
725,725.0,2,11,54,0,7,318.0,1430.0,0.0,249.0,1.933,0.0,26.149,6.173,411,1,EW_green,33.0
726,726.0,2,12,54,1,7,330.0,1484.0,0.0,256.0,1.562,0.0,19.382,6.173,410,1,EW_green,34.0
727,727.0,2,13,54,0,7,343.0,1538.0,0.0,263.0,1.253,0.0,21.313,6.173,410,1,EW_green,35.0
728,728.0,2,13,54,0,7,356.0,1592.0,0.0,270.0,2.605,0.0,21.88,6.173,409,1,EW_green,36.0
729,729.0,2,13,54,0,7,369.0,1646.0,0.0,277.0,2.252,0.0,22.46,6.173,408,1,EW_green,37.0
730,730.0,2,13,54,0,7,382.0,1700.0,0.0,284.0,3.02,0.0,22.91,6.173,407,1,EW_green,38.0
731,731.0,2,13,54,0,7,395.0,1754.0,0.0,291.0,2.581,0.0,21.887,6.173,406,1,EW_green,39.0
732,732.0,2,13,54,0,7,408.0,1808.0,0.0,298.0,3.829,0.0,21.174,6.173,406,1,EW_green,40.0
733,733.0,2,14,54,0,7,422.0,1862.0,0.0,305.0,3.507,0.0,24.073,6.173,406,1,EW_green,41.0
734,734.0,2,14,54,1,7,436.0,1916.0,0.0,312.0,2.901,0.0,16.423,6.173,406,1,EW_green,42.0
735,735.0,3,14,54,0,7,450.0,1970.0,0.0,319.0,2.118,0.0,19.794,6.173,406,1,EW_green,0.0
736,736.0,2,14,54,0,7,464.0,2024.0,0.0,326.0,1.745,0.0,19.094,6.173,406,1,EW_green,1.0
737,737.0,2,14,54,0,7,478.0,2078.0,0.0,333.0,1.215,0.0,18.939,6.055,406,1,EW_green,2.0
738,738.0,2,15,54,0,7,493.0,2132.0,0.0,340.0,0.679,0.0,18.156,6.173,406,1,EW_green,3.0
739,739.0,2,15,54,0,7,508.0,2186.0,0.0,347.0,0.245,0.0,20.836,6.173,406,1,EW_green,4.0
740,740.0,2,15,54,0,7,523.0,2240.0,0.0,354.0,0.023,0.0,20.275,6.173,406,1,EW_green,5.0
741,741.0,2,17,54,0,7,540.0,2294.0,0.0,361.0,0.009,0.0,23.974,6.173,406,1,EW_green,6.0
742,742.0,2,17,54,0,7,557.0,2348.0,0.0,368.0,0.001,0.0,23.577,6.173,406,1,EW_green,7.0
743,743.0,2,17,54,0,7,574.0,2402.0,0.0,375.0,0.0,0.0,26.138,6.173,406,1,EW_green,8.0
744,744.0,2,17,54,0,7,591.0,2456.0,0.0,382.0,1.416,0.0,25.124,6.173,405,1,EW_green,9.0
745,745.0,3,17,54,0,7,608.0,2510.0,0.0,389.0,1.377,0.0,18.887,6.173,405,0,NS_green,10.0
746,746.0,3,17,54,0,7,625.0,2564.0,0.0,396.0,1.145,0.0,18.192,6.173,404,0,NS_green,10.0
747,747.0,3,17,54,0,7,642.0,2618.0,0.0,403.0,0.898,0.0,17.677,6.173,403,0,NS_green,10.0
748,748.0,3,17,54,0,7,659.0,2672.0,0.0,410.0,0.688,0.0,17.216,6.173,403,0,NS_green,10.0
749,749.0,4,17,54,0,6,676.0,2726.0,0.0,345.0,0.441,0.0,16.3,6.945,403,0,NS_green,10.0
750,750.0,4,16,54,1,5,680.0,2780.0,1.0,279.0,0.469,0.0,15.12,7.204,403,0,NS_green,10.0
751,745.0,2,16,54,1,3,696.0,2834.0,2.0,156.0,0.352,0.0,14.263,7.462,402,0,NS_green,0.0
752,752.0,0,14,52,1,2,587.0,2760.0,3.0,46.0,0.378,0.0,14.08,7.846,400,0,NS_green,1.0
753,753.0,0,12,50,1,2,489.0,2688.0,4.0,47.0,0.626,0.058,13.94,6.632,400,0,NS_green,2.0
754,754.0,0,11,48,2,3,414.0,2616.0,6.0,49.0,2.295,0.156,13.914,7.074,400,0,NS_green,3.0
755,755.0,0,9,46,2,3,350.0,2544.0,8.0,5.0,2.357,0.131,13.897,6.776,400,0,NS_green,4.0
756,756.0,0,8,44,2,5,299.0,2470.0,10.0,10.0,5.434,0.27,13.893,6.406,399,0,NS_green,5.0
757,757.0,0,7,42,2,4,256.0,2395.0,12.0,13.0,5.599,0.491,14.582,6.274,398,0,NS_green,6.0
758,758.0,0,6,40,2,7,230.0,2320.0,14.0,20.0,5.247,0.513,13.743,6.351,398,0,NS_green,7.0
759,759.0,0,5,38,2,7,230.0,2244.0,16.0,27.0,6.22,0.614,12.843,6.177,397,0,NS_green,8.0
760,760.0,0,5,37,2,7,235.0,2222.0,18.0,34.0,5.592,0.607,11.943,6.174,396,0,NS_green,9.0
761,761.0,1,4,34,2,6,157.0,2062.0,20.0,37.0,5.773,0.814,11.308,6.213,396,1,EW_green,10.0
762,762.0,2,3,31,0,7,100.0,1899.0,0.0,44.0,4.575,0.916,11.44,6.173,396,1,EW_green,10.0
763,763.0,2,3,29,0,7,55.0,1734.0,0.0,51.0,3.902,0.983,11.264,4.999,396,1,EW_green,10.0
764,764.0,2,2,28,0,7,26.0,1627.0,0.0,58.0,3.466,0.992,11.394,4.493,396,1,EW_green,10.0
765,765.0,2,2,26,2,7,4.0,1461.0,2.0,65.0,2.751,1.002,11.452,4.311,396,1,EW_green,10.0
766,766.0,2,3,26,3,7,7.0,1348.0,5.0,72.0,2.315,1.0,10.682,6.173,396,1,EW_green,10.0
767,761.0,0,5,24,3,7,12.0,1182.0,8.0,79.0,1.404,1.004,11.495,6.173,395,1,EW_green,0.0
768,768.0,2,5,23,3,7,17.0,1015.0,11.0,86.0,0.743,0.982,8.856,6.173,395,1,EW_green,1.0
769,769.0,2,8,23,3,7,25.0,849.0,14.0,93.0,0.339,0.958,6.973,6.173,394,1,EW_green,2.0
770,770.0,2,10,20,5,7,35.0,680.0,18.0,100.0,0.209,0.98,4.171,6.173,393,1,EW_green,3.0
771,771.0,2,11,20,4,7,46.0,571.0,22.0,107.0,0.035,1.006,3.088,6.173,391,1,EW_green,4.0
772,772.0,2,12,21,2,7,58.0,516.0,10.0,114.0,0.023,1.001,4.116,6.173,389,1,EW_green,5.0
773,773.0,2,13,21,0,7,71.0,461.0,0.0,121.0,0.007,0.92,8.091,6.173,387,1,EW_green,6.0
